Q0T963	P0CZ00|POSITIVE|TAT|0	28.12	32	23	0	1	32	1	32	0.13	17.9
P0AE06	P0AE07|NEGATIVE|LIPO|3	100.00	24	0	0	1	24	1	24	1.2e-37	34.8
P09167	K4LAH1|NEGATIVE|SP|3	43.48	23	13	0	1	23	1	23	0.081	17.5
Q9KSE5	Q9CLP1|NEGATIVE|LIPO|1	61.11	18	7	5	1	23	1	18	0.018	17.8
P0A937	P0A937|NEGATIVE|LIPO|1	100.00	19	0	0	1	19	1	19	6.1e-20	27.7
Q02219	Q9JYE1|NEGATIVE|LIPO|4	100.00	18	0	0	1	18	1	18	2.2e-14	25.0
P77165	P77165|NEGATIVE|TAT|4	100.00	53	0	0	1	53	1	53	6.5e-60	43.0
P05458	P01315|EUKARYA|SP|3	52.17	23	11	1	1	23	1	24	0.027	18.0
Q6EZC3	Q5ZXE0|NEGATIVE|SP|2	50.00	20	10	3	1	23	1	20	0.11	17.2
P52700	E1V825|NEGATIVE|SP|1	47.62	21	11	0	1	21	1	21	0.013	18.0
C7C422	P42705|EUKARYA|SP|3	43.48	23	13	5	1	28	1	23	0.066	17.7
Q887Q3	Q7MSJ8|NEGATIVE|SP|3	36.11	36	23	3	1	36	1	39	0.14	18.1
P26918	P18126|NEGATIVE|SP|1	33.33	27	18	2	1	27	1	29	0.0085	18.9
A0A0H3LKL4	P48242|POSITIVE|LIPO|4	42.31	26	15	0	1	26	1	26	0.082	17.8
Q55320	P22297|EUKARYA|SP|0	55.56	18	8	2	1	20	1	18	0.1	16.8
I6LNY0	I0J1I6|NEGATIVE|SP|1	56.52	23	10	1	1	24	1	23	5.1e-07	21.6
P11461	P19876|EUKARYA|SP|1	46.67	30	16	9	1	35	1	34	0.42	17.4
D5MP61	P08191|NEGATIVE|SP|3	52.38	21	10	1	1	22	1	21	0.0018	18.8
P24183	P24183|NEGATIVE|TAT|4	100.00	33	0	0	1	33	1	33	4.6e-24	30.8
P49424	Q1QXC9|NEGATIVE|LIPO|4	50.00	26	13	5	1	27	1	30	0.044	18.3
P14789	Q51485|NEGATIVE|SP|1	40.00	30	18	2	1	31	1	31	0.14	17.9
P69411	P69412|NEGATIVE|LIPO|4	100.00	15	0	0	1	15	1	15	5.8e-13	23.6
M4GGR9	P41052|NEGATIVE|LIPO|3	58.82	17	7	2	1	18	1	18	0.054	16.9
P41052	P41052|NEGATIVE|LIPO|3	100.00	18	0	0	1	18	1	18	3.9e-19	27.2
A8R3S4	Q2IZ40|NEGATIVE|TAT|1	29.41	34	24	0	1	34	1	34	0.06	18.3
P13717	Q57449|NEGATIVE|SP|4	61.90	21	8	1	1	21	1	22	0.021	17.8
P00634	P38399|NEGATIVE|SP|4	42.86	21	12	0	1	21	1	21	0.081	17.2
P23865	Q963A9|EUKARYA|SP|2	50.00	22	11	2	1	22	1	24	0.021	18.0
Q51487	Q51487|NEGATIVE|LIPO|4	100.00	17	0	0	1	17	1	17	9.9e-10	22.3
Q8RNT4	P24305|NEGATIVE|SP|3	42.11	19	11	0	1	19	1	19	0.32	16.3
Q9KJX5	A0A0F7YZQ7|EUKARYA|SP|0	45.83	24	13	1	1	25	1	24	0.35	17.0
Q53176	Q53176|NEGATIVE|TAT|0	100.00	29	0	0	1	29	1	29	3.8e-11	24.6
P0C1A9	Q8MP06|EUKARYA|SP|2	40.91	22	13	2	1	24	1	22	0.47	16.7
B2FHL8	B2FHL8|NEGATIVE|LIPO|3	100.00	22	0	0	1	22	1	22	8e-33	33.0
P39371	P29739|NEGATIVE|SP|4	57.89	19	8	0	1	19	1	19	9.3e-05	19.4
A1YYW7	P80401|NEGATIVE|SP|1	57.89	19	8	3	1	19	1	22	0.11	17.0
A0A0K8P8E7	A0A0K8P8E7|NEGATIVE|LIPO|3	100.00	17	0	0	1	17	1	17	1.7e-17	26.2
Q51817	P94691|NEGATIVE|SP|2	50.00	22	11	3	1	24	1	23	0.048	17.8
Q8FDI4	P0AG82|NEGATIVE|SP|0	52.00	25	12	2	1	27	1	25	0.034	18.1
P19573	P19573|NEGATIVE|TAT|3	100.00	52	0	0	1	52	1	52	3e-35	35.9
P37001	P37001|NEGATIVE|SP|4	100.00	25	0	0	1	25	1	25	1.4e-44	37.0
A0A0K8P6T7	O64393|EUKARYA|SP|2	60.87	23	9	4	1	27	1	23	0.41	16.9
Q9KS12	P0ABK9|NEGATIVE|SP|2	38.46	26	16	6	1	32	1	26	0.0081	18.8
G9BY57	Q03035|NEGATIVE|SP|4	41.18	34	20	3	1	34	1	37	0.5	17.4
P06717	P01555|NEGATIVE|SP|4	55.56	18	8	0	1	18	1	18	7e-05	19.3
Q06282	Q06282|NEGATIVE|LIPO|0	100.00	18	0	0	1	18	1	18	1.1e-12	24.1
B2RID1	Q9I589|NEGATIVE|SP|2	61.90	21	8	4	1	21	1	25	0.17	17.1
Q21FJ0	P16851|EUKARYA|SP|2	60.87	23	9	2	1	23	1	25	0.00016	19.9
B2RLK2	P94691|NEGATIVE|SP|2	50.00	22	11	3	1	24	1	23	0.048	17.8
Q88FY2	P11889|POSITIVE|SP|1	32.00	25	17	2	1	25	1	27	0.13	17.6
P0A912	P0A914|NEGATIVE|LIPO|2	100.00	21	0	0	1	21	1	21	3.7e-31	32.3
P40710	P40710|NEGATIVE|LIPO|2	100.00	20	0	0	1	20	1	20	5e-20	27.9
Q72EF3	P04369|NEGATIVE|SP|1	50.00	24	12	3	1	24	1	27	0.0062	18.8
Q8A1G2	Q8A1G2|NEGATIVE|LIPO|3	100.00	24	0	0	1	24	1	24	2.2e-35	34.1
Q89ZI2	P0ABZ6|NEGATIVE|SP|4	55.00	20	9	1	1	21	1	20	0.03	17.6
P05825	P05825|NEGATIVE|SP|0	100.00	22	0	0	1	22	1	22	1.8e-32	32.9
Q8XAS4	Q8XAS4|NEGATIVE|TAT|4	100.00	35	0	0	1	35	1	35	1.1e-42	37.3
P31545	P31545|NEGATIVE|TAT|4	100.00	35	0	0	1	35	1	35	4.8e-46	38.3
Q9MCI8	P84888|NEGATIVE|SP|4	40.00	25	15	1	1	26	1	25	5.8e-05	20.4
P0AE85	P77754|NEGATIVE|SP|4	57.14	21	9	2	1	21	1	23	0.0023	18.8
P77239	P94421|POSITIVE|SP|1	35.71	28	18	1	1	28	1	29	0.28	17.4
P32176	P32176|NEGATIVE|TAT|4	100.00	33	0	0	1	33	1	33	1.2e-20	29.4
B2RH54	Q9S0W8|NEGATIVE|LIPO|4	100.00	18	0	0	1	18	1	18	1.1e-15	25.6
P66948	P35823|NEGATIVE|SP|2	66.67	21	7	6	1	27	1	21	7.4e-05	20.1
O33407	Q6B6R8|NEGATIVE|SP|4	100.00	24	0	0	1	24	1	24	4e-40	35.6
P37690	Q2FZL3|POSITIVE|SP|1	38.24	34	21	2	1	34	1	36	0.36	17.5
Q934F5	Q934F5|NEGATIVE|TAT|4	100.00	35	0	0	1	35	1	35	1.9e-21	29.9
P75820	P75820|NEGATIVE|LIPO|2	100.00	16	0	0	1	16	1	16	5.7e-10	22.2
G8JZT0	G8JZT0|NEGATIVE|LIPO|3	100.00	20	0	0	1	20	1	20	1.1e-22	29.0
Q9K4M4	Q9RJC7|POSITIVE|TAT|1	46.15	26	14	3	1	26	1	29	0.65	17.0
Q3J1R2	Q3J1R2|NEGATIVE|TAT|3	100.00	26	0	0	1	26	1	26	7.3e-18	27.7
P31489	P45523|NEGATIVE|SP|2	28.00	25	18	0	1	25	1	25	0.035	18.0
Q9FBI2	P62593|NEGATIVE|SP|4	50.00	22	11	1	1	22	1	23	0.19	17.0
Q6EZC2	P02770|EUKARYA|SP|2	55.56	18	8	3	1	21	1	18	0.45	16.2
G8JZS4	P69856|NEGATIVE|SP|4	57.14	21	9	2	1	21	1	23	0.0075	18.3
G8JZS6	G8JZS6|NEGATIVE|LIPO|3	100.00	19	0	0	1	19	1	19	3.6e-24	29.4
Q9K0U9	Q9K0U9|NEGATIVE|SP|0	100.00	24	0	0	1	24	1	24	7.8e-53	39.2
Q1W3E4	P01092|POSITIVE|SP|1	52.00	25	12	5	1	25	1	30	0.066	18.0
P04977	P59571|NEGATIVE|TAT|3	43.75	32	18	2	1	34	1	32	0.89	16.9
Q8A1G3	Q8A1G3|NEGATIVE|LIPO|3	100.00	22	0	0	1	22	1	22	7.4e-44	36.4
C5G6D7	P64654|NEGATIVE|LIPO|1	50.00	14	7	3	1	14	1	17	0.027	16.2
